product_name,period,financial_year,Actual Consumption,Forecasted_Consumption,Method,Adopted,Reviewed
Non-Hormonal IUCD,01/06/2024,23/24,"6,573",1317,Demographic,No,
Non-Hormonal IUCD,01/07/2024,24/25,"7,398",267,Demographic,No,
Non-Hormonal IUCD,01/08/2024,24/25,"7,054",267,Demographic,No,
Non-Hormonal IUCD,01/09/2024,24/25,"7,060",267,Demographic,No,
Non-Hormonal IUCD,01/10/2024,24/25,"7,249",267,Demographic,No,
Non-Hormonal IUCD,01/11/2024,24/25,"6,634",267,Demographic,No,
Non-Hormonal IUCD,01/12/2024,24/25,"5,707",267,Demographic,No,
Hormonal IUCD,01/01/2024,23/24,549,309,Consumption Excel,No,
Hormonal IUCD,01/02/2024,23/24,796,309,Consumption Excel,No,
Hormonal IUCD,01/03/2024,23/24,717,309,Consumption Excel,No,
Hormonal IUCD,01/04/2024,23/24,666,309,Consumption Excel,No,
Hormonal IUCD,01/05/2024,23/24,997,309,Consumption Excel,No,
Hormonal IUCD,01/06/2024,23/24,702,309,Consumption Excel,No,
Hormonal IUCD,01/07/2024,24/25,"1,082",78,Consumption Excel,No,
Hormonal IUCD,01/08/2024,24/25,"1,310",78,Consumption Excel,No,
Hormonal IUCD,01/09/2024,24/25,"1,403",78,Consumption Excel,No,
Hormonal IUCD,01/10/2024,24/25,"1,145",78,Consumption Excel,No,
Hormonal IUCD,01/11/2024,24/25,"1,044",78,Consumption Excel,No,
Hormonal IUCD,01/12/2024,24/25,876,78,Consumption Excel,No,
Hormonal IUCD,01/01/2024,23/24,549,65,Consumption AI,No,
Hormonal IUCD,01/02/2024,23/24,796,65,Consumption AI,No,
Hormonal IUCD,01/03/2024,23/24,717,65,Consumption AI,No,
Hormonal IUCD,01/04/2024,23/24,666,65,Consumption AI,No,
Hormonal IUCD,01/05/2024,23/24,997,65,Consumption AI,No,
Hormonal IUCD,01/06/2024,23/24,702,65,Consumption AI,No,
Hormonal IUCD,01/07/2024,24/25,"1,082",266,Consumption AI,No,
Hormonal IUCD,01/08/2024,24/25,"1,310",266,Consumption AI,No,
Hormonal IUCD,01/09/2024,24/25,"1,403",266,Consumption AI,No,
Hormonal IUCD,01/10/2024,24/25,"1,145",266,Consumption AI,No,
Hormonal IUCD,01/11/2024,24/25,"1,044",266,Consumption AI,No,
Hormonal IUCD,01/12/2024,24/25,876,266,Consumption AI,No,
Hormonal IUCD,01/01/2024,23/24,549,68,Service  Excel,No,
Hormonal IUCD,01/02/2024,23/24,796,68,Service  Excel,No,
Hormonal IUCD,01/03/2024,23/24,717,68,Service  Excel,No,
Hormonal IUCD,01/04/2024,23/24,666,68,Service  Excel,No,
Hormonal IUCD,01/05/2024,23/24,997,68,Service  Excel,No,
Hormonal IUCD,01/06/2024,23/24,702,68,Service  Excel,No,
Hormonal IUCD,01/07/2024,24/25,"1,082",109,Service  Excel,No,
Hormonal IUCD,01/08/2024,24/25,"1,310",109,Service  Excel,No,
Hormonal IUCD,01/09/2024,24/25,"1,403",109,Service  Excel,No,
Hormonal IUCD,01/10/2024,24/25,"1,145",109,Service  Excel,No,
Hormonal IUCD,01/11/2024,24/25,"1,044",109,Service  Excel,No,
Hormonal IUCD,01/12/2024,24/25,876,109,Service  Excel,No,
Hormonal IUCD,01/01/2024,23/24,549,108,Service AI,No,
Hormonal IUCD,01/02/2024,23/24,796,108,Service AI,No,
Hormonal IUCD,01/03/2024,23/24,717,108,Service AI,No,
Hormonal IUCD,01/04/2024,23/24,666,108,Service AI,No,
Hormonal IUCD,01/05/2024,23/24,997,108,Service AI,No,
Hormonal IUCD,01/06/2024,23/24,702,108,Service AI,No,
Hormonal IUCD,01/07/2024,24/25,"1,082",16,Demographic,No,
Hormonal IUCD,01/08/2024,24/25,"1,310",16,Demographic,No,
Hormonal IUCD,01/09/2024,24/25,"1,403",16,Demographic,No,
Hormonal IUCD,01/10/2024,24/25,"1,145",16,Demographic,No,
Hormonal IUCD,01/11/2024,24/25,"1,044",16,Demographic,No,
Hormonal IUCD,01/12/2024,24/25,876,16,Demographic,No,
Male Condoms,01/01/2024,23/24,"3,178,418",169340,Consumption Excel,No,
Male Condoms,01/02/2024,23/24,"3,506,458",169340,Consumption Excel,No,
Male Condoms,01/03/2024,23/24,"2,505,489",169340,Consumption Excel,No,
Male Condoms,01/04/2024,23/24,"2,617,195",169340,Consumption Excel,No,
Male Condoms,01/05/2024,23/24,"3,003,823",169340,Consumption Excel,No,
Male Condoms,01/06/2024,23/24,"2,198,161",169340,Consumption Excel,No,
Male Condoms,01/07/2024,24/25,"2,138,146",219526,Consumption Excel,No,
Male Condoms,01/08/2024,24/25,"2,306,557",219526,Consumption Excel,No,
Male Condoms,01/09/2024,24/25,"1,846,024",219526,Consumption Excel,No,
Male Condoms,01/10/2024,24/25,"1,991,640",219526,Consumption Excel,No,
Male Condoms,01/11/2024,24/25,"1,772,441",219526,Consumption Excel,No,
Male Condoms,01/12/2024,24/25,"1,500,712",219526,Consumption Excel,No,
Male Condoms,01/01/2024,23/24,"3,178,418",154651,Consumption AI,No,
Male Condoms,01/02/2024,23/24,"3,506,458",154651,Consumption AI,No,
Male Condoms,01/03/2024,23/24,"2,505,489",154651,Consumption AI,No,
Male Condoms,01/04/2024,23/24,"2,617,195",154651,Consumption AI,No,
Male Condoms,01/05/2024,23/24,"3,003,823",154651,Consumption AI,No,
Male Condoms,01/06/2024,23/24,"2,198,161",154651,Consumption AI,No,
Male Condoms,01/07/2024,24/25,"2,138,146",216698,Consumption AI,No,
Male Condoms,01/08/2024,24/25,"2,306,557",216698,Consumption AI,No,
Male Condoms,01/09/2024,24/25,"1,846,024",216698,Consumption AI,No,
Male Condoms,01/10/2024,24/25,"1,991,640",216698,Consumption AI,No,
Male Condoms,01/11/2024,24/25,"1,772,441",216698,Consumption AI,No,
Male Condoms,01/12/2024,24/25,"1,500,712",216698,Consumption AI,No,
Male Condoms,01/01/2024,23/24,"3,178,418",34103,Service  Excel,No,
Male Condoms,01/02/2024,23/24,"3,506,458",34103,Service  Excel,No,
Male Condoms,01/03/2024,23/24,"2,505,489",34103,Service  Excel,No,
Male Condoms,01/04/2024,23/24,"2,617,195",34103,Service  Excel,No,
Male Condoms,01/05/2024,23/24,"3,003,823",34103,Service  Excel,No,
Male Condoms,01/06/2024,23/24,"2,198,161",34103,Service  Excel,No,
Male Condoms,01/07/2024,24/25,"2,138,146",41317,Service  Excel,No,
Male Condoms,01/08/2024,24/25,"2,306,557",41317,Service  Excel,No,
Male Condoms,01/09/2024,24/25,"1,846,024",41317,Service  Excel,No,
Male Condoms,01/10/2024,24/25,"1,991,640",41317,Service  Excel,No,
Male Condoms,01/11/2024,24/25,"1,772,441",41317,Service  Excel,No,
Male Condoms,01/12/2024,24/25,"1,500,712",41317,Service  Excel,No,
Male Condoms,01/01/2024,23/24,"3,178,418",35923,Service AI,No,
Male Condoms,01/02/2024,23/24,"3,506,458",35923,Service AI,No,
Male Condoms,01/03/2024,23/24,"2,505,489",35923,Service AI,No,
Male Condoms,01/04/2024,23/24,"2,617,195",35923,Service AI,No,
Male Condoms,01/05/2024,23/24,"3,003,823",35923,Service AI,No,
Male Condoms,01/06/2024,23/24,"2,198,161",35923,Service AI,No,
Male Condoms,01/07/2024,24/25,"2,138,146",46119,Service AI,No,
Male Condoms,01/08/2024,24/25,"2,306,557",46119,Service AI,No,
Male Condoms,01/09/2024,24/25,"1,846,024",46119,Service AI,No,
Male Condoms,01/10/2024,24/25,"1,991,640",46119,Service AI,No,
Male Condoms,01/11/2024,24/25,"1,772,441",46119,Service AI,No,
Male Condoms,01/12/2024,24/25,"1,500,712",46119,Service AI,No,
Female Condoms,01/01/2024,23/24,"49,780",2374,Consumption Excel,No,
Female Condoms,01/02/2024,23/24,"34,297",2374,Consumption Excel,No,
Female Condoms,01/03/2024,23/24,"45,522",2374,Consumption Excel,No,
Female Condoms,01/04/2024,23/24,"82,948",2374,Consumption Excel,No,
Female Condoms,01/05/2024,23/24,"23,209",2374,Consumption Excel,No,
Female Condoms,01/06/2024,23/24,"43,800",2374,Consumption Excel,No,
Female Condoms,01/07/2024,24/25,"30,127",2217,Consumption Excel,No,
Female Condoms,01/08/2024,24/25,"24,858",2217,Consumption Excel,No,
Female Condoms,01/09/2024,24/25,"17,708",2217,Consumption Excel,No,
Female Condoms,01/10/2024,24/25,"47,864",2217,Consumption Excel,No,
Female Condoms,01/11/2024,24/25,"21,749",2217,Consumption Excel,No,
Female Condoms,01/12/2024,24/25,"37,328",2217,Consumption Excel,No,
Female Condoms,01/01/2024,23/24,"49,780",2284,Consumption AI,No,
Female Condoms,01/02/2024,23/24,"34,297",2284,Consumption AI,No,
Female Condoms,01/03/2024,23/24,"45,522",2284,Consumption AI,No,
Female Condoms,01/04/2024,23/24,"82,948",2284,Consumption AI,No,
Female Condoms,01/05/2024,23/24,"23,209",2284,Consumption AI,No,
Female Condoms,01/06/2024,23/24,"43,800",2284,Consumption AI,No,
Female Condoms,01/07/2024,24/25,"30,127",1129,Service  Excel,No,
Female Condoms,01/08/2024,24/25,"24,858",1129,Service  Excel,No,
Female Condoms,01/09/2024,24/25,"17,708",1129,Service  Excel,No,
Female Condoms,01/10/2024,24/25,"47,864",1129,Service  Excel,No,
Female Condoms,01/11/2024,24/25,"21,749",1129,Service  Excel,No,
Female Condoms,01/12/2024,24/25,"37,328",1129,Service  Excel,No,
Female Condoms,01/01/2024,23/24,"49,780",3268,Service AI,No,
Female Condoms,01/02/2024,23/24,"34,297",3268,Service AI,No,
Female Condoms,01/03/2024,23/24,"45,522",3268,Service AI,No,
Female Condoms,01/04/2024,23/24,"82,948",3268,Service AI,No,
Female Condoms,01/05/2024,23/24,"23,209",3268,Service AI,No,
Female Condoms,01/06/2024,23/24,"43,800",3268,Service AI,No,
Female Condoms,01/07/2024,24/25,"30,127",2459,Service AI,No,
Female Condoms,01/08/2024,24/25,"24,858",2459,Service AI,No,
Female Condoms,01/09/2024,24/25,"17,708",2459,Service AI,No,
Female Condoms,01/10/2024,24/25,"47,864",2459,Service AI,No,
Female Condoms,01/11/2024,24/25,"21,749",2459,Service AI,No,
Female Condoms,01/12/2024,24/25,"37,328",2459,Service AI,No,
Female Condoms,01/01/2024,23/24,"49,780",6672,Demographic,No,
Female Condoms,01/02/2024,23/24,"34,297",6672,Demographic,No,
Female Condoms,01/03/2024,23/24,"45,522",6672,Demographic,No,
Female Condoms,01/04/2024,23/24,"82,948",6672,Demographic,No,
Female Condoms,01/05/2024,23/24,"23,209",6672,Demographic,No,
Female Condoms,01/06/2024,23/24,"43,800",6672,Demographic,No,
Female Condoms,01/07/2024,24/25,"30,127",6129,Demographic,No,
Female Condoms,01/08/2024,24/25,"24,858",6129,Demographic,No,
Female Condoms,01/09/2024,24/25,"17,708",6129,Demographic,No,
Female Condoms,01/10/2024,24/25,"47,864",6129,Demographic,No,
Female Condoms,01/11/2024,24/25,"21,749",6129,Demographic,No,
Female Condoms,01/12/2024,24/25,"37,328",6129,Demographic,No,
Cycle Beads,01/01/2024,23/24,163,15.83333333,Consumption Excel,No,
Cycle Beads,01/02/2024,23/24,104,15.83333333,Consumption Excel,No,
Cycle Beads,01/03/2024,23/24,144,15.83333333,Consumption Excel,No,
Cycle Beads,01/04/2024,23/24,105,15.83333333,Consumption Excel,No,
Cycle Beads,01/05/2024,23/24,105,15.83333333,Consumption Excel,No,
Cycle Beads,01/06/2024,23/24,86,15.83333333,Consumption Excel,No,
Cycle Beads,01/07/2024,24/25,69,18.75,Consumption Excel,No,
Cycle Beads,01/08/2024,24/25,124,18.75,Consumption Excel,No,
Cycle Beads,01/09/2024,24/25,55,18.75,Consumption Excel,No,
Cycle Beads,01/10/2024,24/25,105,18.75,Consumption Excel,No,
Cycle Beads,01/11/2024,24/25,52,18.75,Consumption Excel,No,
Cycle Beads,01/12/2024,24/25,102,18.75,Consumption Excel,No,
Cycle Beads,01/01/2024,23/24,163,61,Consumption AI,No,
Cycle Beads,01/02/2024,23/24,104,61,Consumption AI,No,
Cycle Beads,01/03/2024,23/24,144,61,Consumption AI,No,
Cycle Beads,01/04/2024,23/24,105,61,Consumption AI,No,
Cycle Beads,01/05/2024,23/24,105,61,Consumption AI,No,
Cycle Beads,01/06/2024,23/24,86,61,Consumption AI,No,
Cycle Beads,01/07/2024,24/25,69,21.25,Consumption AI,No,
Cycle Beads,01/08/2024,24/25,124,21.25,Consumption AI,No,
Cycle Beads,01/09/2024,24/25,55,21.25,Consumption AI,No,
Cycle Beads,01/10/2024,24/25,105,21.25,Consumption AI,No,
Cycle Beads,01/11/2024,24/25,52,21.25,Consumption AI,No,
Cycle Beads,01/12/2024,24/25,102,21.25,Consumption AI,No,
Cycle Beads,01/01/2024,23/24,163,16.58333333,Service  Excel,No,
Cycle Beads,01/02/2024,23/24,104,16.58333333,Service  Excel,No,
Cycle Beads,01/03/2024,23/24,144,16.58333333,Service  Excel,No,
Cycle Beads,01/04/2024,23/24,105,16.58333333,Service  Excel,No,
Cycle Beads,01/05/2024,23/24,105,16.58333333,Service  Excel,No,
Cycle Beads,01/06/2024,23/24,86,16.58333333,Service  Excel,No,
Cycle Beads,01/07/2024,24/25,69,16.58333333,Service  Excel,No,
Cycle Beads,01/08/2024,24/25,124,16.58333333,Service  Excel,No,
Cycle Beads,01/09/2024,24/25,55,16.58333333,Service  Excel,No,
Cycle Beads,01/10/2024,24/25,105,16.58333333,Service  Excel,No,
Cycle Beads,01/11/2024,24/25,52,16.58333333,Service  Excel,No,
Cycle Beads,01/12/2024,24/25,102,16.58333333,Service  Excel,No,
Cycle Beads,01/01/2024,23/24,163,24.25,Service AI,No,
Cycle Beads,01/02/2024,23/24,104,24.25,Service AI,No,
Cycle Beads,01/03/2024,23/24,144,24.25,Service AI,No,
Cycle Beads,01/04/2024,23/24,105,24.25,Service AI,No,
Cycle Beads,01/05/2024,23/24,105,24.25,Service AI,No,
Cycle Beads,01/06/2024,23/24,86,24.25,Service AI,No,
Cycle Beads,01/07/2024,24/25,69,26.5,Service AI,No,
Cycle Beads,01/08/2024,24/25,124,26.5,Service AI,No,
Cycle Beads,01/09/2024,24/25,55,26.5,Service AI,No,
Cycle Beads,01/10/2024,24/25,105,26.5,Service AI,No,
Cycle Beads,01/11/2024,24/25,52,26.5,Service AI,No,
Cycle Beads,01/12/2024,24/25,102,26.5,Service AI,No,
COCs,01/07/2025,25/26,"38,568",67365.9,Consumption AI,No,
COCs,01/08/2025,25/26,"34,040",67365.9,Consumption AI,No,
COCs,01/09/2025,25/26,"41,616",67365.9,Consumption AI,No,
COCs,01/10/2025,25/26,"41,616",67365.9,Consumption AI,No,
COCs,01/11/2025,25/26,,67365.9,Consumption AI,No,
COCs,01/12/2025,25/26,,67365.9,Consumption AI,No,
COCs,01/01/2026,25/26,,67365.9,Consumption AI,No,
COCs,01/02/2026,25/26,,67365.9,Consumption AI,No,
COCs,01/03/2026,25/26,,67365.9,Consumption AI,No,
COCs,01/07/2025,25/26,"38,568",97367,Service AI ,No,
COCs,01/08/2025,25/26,"34,040",97367,Service AI ,No,
COCs,01/09/2025,25/26,"41,616",97367,Service AI ,No,
COCs,01/10/2025,25/26,"41,616",97367,Service AI ,No,
COCs,01/11/2025,25/26,,97367,Service AI ,No,
COCs,01/12/2025,25/26,,97367,Service AI ,No,
COCs,01/01/2026,25/26,,97367,Service AI ,No,
COCs,01/02/2026,25/26,,97367,Service AI ,No,
COCs,01/03/2026,25/26,,97367,Service AI ,No,
COCs,01/07/2025,25/26,"38,568",281444.6,Demographic,No,
COCs,01/08/2025,25/26,"34,040",281444.6,Demographic,No,
COCs,01/09/2025,25/26,"41,616",281444.6,Demographic,No,
COCs,01/10/2025,25/26,"41,616",281444.6,Demographic,No,
COCs,01/11/2025,25/26,,281444.6,Demographic,No,
COCs,01/12/2025,25/26,,281444.6,Demographic,No,
COCs,01/01/2026,25/26,,281444.6,Demographic,No,
COCs,01/02/2026,25/26,,281444.6,Demographic,No,
COCs,01/03/2026,25/26,,281444.6,Demographic,No,
Cycle Beads,01/07/2025,25/26,34,82.8,Consumption AI,No,
Cycle Beads,01/08/2025,25/26,38,82.8,Consumption AI,No,
Cycle Beads,01/09/2025,25/26,29,82.8,Consumption AI,No,
Cycle Beads,01/10/2025,25/26,38,82.8,Consumption AI,No,
Cycle Beads,01/11/2025,25/26,,82.8,Consumption AI,No,
Cycle Beads,01/12/2025,25/26,,82.8,Consumption AI,No,
Cycle Beads,01/01/2026,25/26,,82.8,Consumption AI,No,
Cycle Beads,01/02/2026,25/26,,82.8,Consumption AI,No,
Cycle Beads,01/03/2026,25/26,,82.8,Consumption AI,No,
Cycle Beads,01/07/2025,25/26,34,13729,Consumption LMIS,No,
Cycle Beads,01/08/2025,25/26,38,13729,Consumption LMIS,No,
Cycle Beads,01/09/2025,25/26,29,13729,Consumption LMIS,No,
Cycle Beads,01/10/2025,25/26,38,13729,Consumption LMIS,No,
Cycle Beads,01/11/2025,25/26,,13729,Consumption LMIS,No,
Cycle Beads,01/12/2025,25/26,,13729,Consumption LMIS,No,
Cycle Beads,01/01/2026,25/26,,13729,Consumption LMIS,No,
Cycle Beads,01/02/2026,25/26,,13729,Consumption LMIS,No,
Cycle Beads,01/03/2026,25/26,,13729,Consumption LMIS,No,
Cycle Beads,01/07/2025,25/26,34,82.8,Service AI ,No,
Cycle Beads,01/08/2025,25/26,38,82.8,Service AI ,No,
Cycle Beads,01/09/2025,25/26,29,82.8,Service AI ,No,
Cycle Beads,01/10/2025,25/26,38,82.8,Service AI ,No,
Cycle Beads,01/11/2025,25/26,,82.8,Service AI ,No,
Cycle Beads,01/12/2025,25/26,,82.8,Service AI ,No,
Cycle Beads,01/01/2026,25/26,,82.8,Service AI ,No,
Cycle Beads,01/02/2026,25/26,,82.8,Service AI ,No,
Cycle Beads,01/03/2026,25/26,,82.8,Service AI ,No,
DMPA-IM,01/07/2025,25/26,168438,198862.4,Consumption AI,No,
DMPA-IM,01/08/2025,25/26,157313,198862.4,Consumption AI,No,
DMPA-IM,01/09/2025,25/26,171102,198862.4,Consumption AI,No,
DMPA-IM,01/10/2025,25/26,156660,198862.4,Consumption AI,No,
DMPA-IM,01/11/2025,25/26,,198862.4,Consumption AI,No,
DMPA-IM,01/12/2025,25/26,,198862.4,Consumption AI,No,
DMPA-IM,01/01/2026,25/26,,198862.4,Consumption AI,No,
DMPA-IM,01/02/2026,25/26,,198862.4,Consumption AI,No,
DMPA-IM,01/03/2026,25/26,,198862.4,Consumption AI,No,
DMPA-IM,01/07/2025,25/26,168438,207868.8,Service AI ,No,
DMPA-IM,01/08/2025,25/26,157313,207868.8,Service AI ,No,
DMPA-IM,01/09/2025,25/26,171102,207868.8,Service AI ,No,
DMPA-IM,01/10/2025,25/26,156660,207868.8,Service AI ,No,
DMPA-IM,01/11/2025,25/26,,207868.8,Service AI ,No,
DMPA-IM,01/12/2025,25/26,,207868.8,Service AI ,No,
DMPA-IM,01/01/2026,25/26,,207868.8,Service AI ,No,
DMPA-IM,01/02/2026,25/26,,207868.8,Service AI ,No,
DMPA-IM,01/03/2026,25/26,,207868.8,Service AI ,No,
DMPA-IM,01/08/2025,25/26,157313,300929,Demographic,No,
DMPA-IM,01/09/2025,25/26,171102,300929,Demographic,No,
DMPA-IM,01/10/2025,25/26,156660,300929,Demographic,No,
DMPA-IM,01/11/2025,25/26,,300929,Demographic,No,
DMPA-IM,01/12/2025,25/26,,300929,Demographic,No,
DMPA-IM,01/01/2026,25/26,,300929,Demographic,No,
DMPA-IM,01/02/2026,25/26,,300929,Demographic,No,
DMPA-IM,01/03/2026,25/26,,300929,Demographic,No,
DMPA-SC,01/07/2025,25/26,64514,52601.8,Consumption AI,No,
DMPA-SC,01/08/2025,25/26,56520,52601.8,Consumption AI,No,
DMPA-SC,01/09/2025,25/26,70045,52601.8,Consumption AI,No,
DMPA-SC,01/10/2025,25/26,72576,52601.8,Consumption AI,No,
DMPA-SC,01/11/2025,25/26,,52601.8,Consumption AI,No,
DMPA-SC,01/12/2025,25/26,,52601.8,Consumption AI,No,
DMPA-SC,01/01/2026,25/26,,52601.8,Consumption AI,No,
DMPA-SC,01/02/2026,25/26,,52601.8,Consumption AI,No,
DMPA-SC,01/03/2026,25/26,,52601.8,Consumption AI,No,
DMPA-SC,01/07/2025,25/26,64514,76857,Consumption LMIS,No,
DMPA-SC,01/08/2025,25/26,56520,76857,Consumption LMIS,No,
DMPA-SC,01/09/2025,25/26,70045,76857,Consumption LMIS,No,
DMPA-SC,01/10/2025,25/26,72576,76857,Consumption LMIS,No,
DMPA-SC,01/11/2025,25/26,,76857,Consumption LMIS,No,
DMPA-SC,01/12/2025,25/26,,76857,Consumption LMIS,No,
DMPA-SC,01/01/2026,25/26,,76857,Consumption LMIS,No,
DMPA-SC,01/02/2026,25/26,,76857,Consumption LMIS,No,
DMPA-SC,01/03/2026,25/26,,76857,Consumption LMIS,No,
DMPA-SC,01/07/2025,25/26,64514,128969.5,Demographic,No,
DMPA-SC,01/08/2025,25/26,56520,128969.5,Demographic,No,
DMPA-SC,01/09/2025,25/26,70045,128969.5,Demographic,No,
DMPA-SC,01/10/2025,25/26,72576,128969.5,Demographic,No,
DMPA-SC,01/11/2025,25/26,,128969.5,Demographic,No,
DMPA-SC,01/12/2025,25/26,,128969.5,Demographic,No,
DMPA-SC,01/01/2026,25/26,,128969.5,Demographic,No,
DMPA-SC,01/02/2026,25/26,,128969.5,Demographic,No,
DMPA-SC,01/03/2026,25/26,,128969.5,Demographic,No,
EC Pills,01/07/2025,25/26,5877,6686.7,Consumption AI,No,
EC Pills,01/08/2025,25/26,5896,6686.7,Consumption AI,No,
EC Pills,01/09/2025,25/26,5489,6686.7,Consumption AI,No,
EC Pills,01/10/2025,25/26,5309,6686.7,Consumption AI,No,
EC Pills,01/11/2025,25/26,,6686.7,Consumption AI,No,
EC Pills,01/12/2025,25/26,,6686.7,Consumption AI,No,
EC Pills,01/01/2026,25/26,,6686.7,Consumption AI,No,
EC Pills,01/02/2026,25/26,,6686.7,Consumption AI,No,
EC Pills,01/03/2026,25/26,,6686.7,Consumption AI,No,
EC Pills,01/07/2025,25/26,5877,10311,Consumption LMIS,No,
EC Pills,01/08/2025,25/26,5896,10311,Consumption LMIS,No,
EC Pills,01/09/2025,25/26,5489,10311,Consumption LMIS,No,
EC Pills,01/10/2025,25/26,5309,10311,Consumption LMIS,No,
EC Pills,01/11/2025,25/26,,10311,Consumption LMIS,No,
EC Pills,01/12/2025,25/26,,10311,Consumption LMIS,No,
EC Pills,01/01/2026,25/26,,10311,Consumption LMIS,No,
EC Pills,01/02/2026,25/26,,10311,Consumption LMIS,No,
EC Pills,01/03/2026,25/26,,10311,Consumption LMIS,No,
EC Pills,01/07/2025,25/26,5877,6056.5,Demographic,No,
EC Pills,01/08/2025,25/26,5896,6056.5,Demographic,No,
EC Pills,01/09/2025,25/26,5489,6056.5,Demographic,No,
EC Pills,01/10/2025,25/26,5309,6056.5,Demographic,No,
EC Pills,01/11/2025,25/26,,6056.5,Demographic,No,
EC Pills,01/12/2025,25/26,,6056.5,Demographic,No,
EC Pills,01/01/2026,25/26,,6056.5,Demographic,No,
EC Pills,01/02/2026,25/26,,6056.5,Demographic,No,
EC Pills,01/03/2026,25/26,,6056.5,Demographic,No,
Female Condoms,01/07/2025,25/26,8746,13885.8,Consumption AI,No,
Female Condoms,01/08/2025,25/26,15115,13885.8,Consumption AI,No,
Female Condoms,01/09/2025,25/26,21649,13885.8,Consumption AI,No,
Female Condoms,01/10/2025,25/26,27625,13885.8,Consumption AI,No,
Female Condoms,01/11/2025,25/26,,13885.8,Consumption AI,No,
Female Condoms,01/12/2025,25/26,,13885.8,Consumption AI,No,
Female Condoms,01/01/2026,25/26,,13885.8,Consumption AI,No,
Female Condoms,01/02/2026,25/26,,13885.8,Consumption AI,No,
Female Condoms,01/03/2026,25/26,,13885.8,Consumption AI,No,
Female Condoms,01/07/2025,25/26,8746,293565,Consumption LMIS,No,
Female Condoms,01/08/2025,25/26,15115,293565,Consumption LMIS,No,
Female Condoms,01/09/2025,25/26,21649,293565,Consumption LMIS,No,
Female Condoms,01/10/2025,25/26,27625,293565,Consumption LMIS,No,
Female Condoms,01/11/2025,25/26,,293565,Consumption LMIS,No,
Female Condoms,01/12/2025,25/26,,293565,Consumption LMIS,No,
Female Condoms,01/01/2026,25/26,,293565,Consumption LMIS,No,
Female Condoms,01/02/2026,25/26,,293565,Consumption LMIS,No,
Female Condoms,01/03/2026,25/26,,293565,Consumption LMIS,No,
Female Condoms,01/08/2025,25/26,15115,135229.8,Demographic,No,
Female Condoms,01/09/2025,25/26,21649,135229.8,Demographic,No,
Female Condoms,01/10/2025,25/26,27625,135229.8,Demographic,No,
Female Condoms,01/11/2025,25/26,,135229.8,Demographic,No,
Female Condoms,01/12/2025,25/26,,135229.8,Demographic,No,
Female Condoms,01/01/2026,25/26,,135229.8,Demographic,No,
Female Condoms,01/02/2026,25/26,,135229.8,Demographic,No,
Female Condoms,01/03/2026,25/26,,135229.8,Demographic,No,
Hormonal IUCD,01/07/2025,25/26,829,1093.6,Consumption AI,No,
Hormonal IUCD,01/08/2025,25/26,815,1093.6,Consumption AI,No,
Hormonal IUCD,01/09/2025,25/26,941,1093.6,Consumption AI,No,
Hormonal IUCD,01/10/2025,25/26,922,1093.6,Consumption AI,No,
Hormonal IUCD,01/11/2025,25/26,,1093.6,Consumption AI,No,
Hormonal IUCD,01/12/2025,25/26,,1093.6,Consumption AI,No,
Hormonal IUCD,01/01/2026,25/26,,1093.6,Consumption AI,No,
Hormonal IUCD,01/02/2026,25/26,,1093.6,Consumption AI,No,
Hormonal IUCD,01/03/2026,25/26,,1093.6,Consumption AI,No,
Hormonal IUCD,01/07/2025,25/26,829,4037,Consumption LMIS,No,
Hormonal IUCD,01/08/2025,25/26,815,4037,Consumption LMIS,No,
Hormonal IUCD,01/09/2025,25/26,941,4037,Consumption LMIS,No,
Hormonal IUCD,01/10/2025,25/26,922,4037,Consumption LMIS,No,
Hormonal IUCD,01/11/2025,25/26,,4037,Consumption LMIS,No,
Hormonal IUCD,01/12/2025,25/26,,4037,Consumption LMIS,No,
Hormonal IUCD,01/01/2026,25/26,,4037,Consumption LMIS,No,
Hormonal IUCD,01/02/2026,25/26,,4037,Consumption LMIS,No,
Hormonal IUCD,01/03/2026,25/26,,4037,Consumption LMIS,No,
Hormonal IUCD,01/07/2025,25/26,829,1553.9,Service AI ,No,
Hormonal IUCD,01/08/2025,25/26,815,1553.9,Service AI ,No,
Hormonal IUCD,01/09/2025,25/26,941,1553.9,Service AI ,No,
Hormonal IUCD,01/10/2025,25/26,922,1553.9,Service AI ,No,
Hormonal IUCD,01/11/2025,25/26,,1553.9,Service AI ,No,
Hormonal IUCD,01/12/2025,25/26,,1553.9,Service AI ,No,
Hormonal IUCD,01/01/2026,25/26,,1553.9,Service AI ,No,
Hormonal IUCD,01/02/2026,25/26,,1553.9,Service AI ,No,
Hormonal IUCD,01/03/2026,25/26,,1553.9,Service AI ,No,
Implanon,01/07/2025,25/26,45192,27997,Consumption AI,No,
Implanon,01/08/2025,25/26,39817,27997,Consumption AI,No,
Implanon,01/09/2025,25/26,42043,27997,Consumption AI,No,
Implanon,01/10/2025,25/26,36643,27997,Consumption AI,No,
Implanon,01/11/2025,25/26,,27997,Consumption AI,No,
Implanon,01/12/2025,25/26,,27997,Consumption AI,No,
Implanon,01/01/2026,25/26,,27997,Consumption AI,No,
Implanon,01/02/2026,25/26,,27997,Consumption AI,No,
Implanon,01/03/2026,25/26,,27997,Consumption AI,No,
Implanon,01/07/2025,25/26,45192,39705,Consumption LMIS,No,
Implanon,01/08/2025,25/26,39817,39705,Consumption LMIS,No,
